#airframe_info, log_version="1.03", log_content_version="1.01", Product="TXi", airframe_name="Piper PA-46-350P", unit_software_part_number="006-B2014-26", unit_software_version="3.12", system_software_part_number="006-B2014-26", system_id="71D005C2500CD", tail_number="N41518", unit="GDU1", unit_cycle="642", mode=NORMAL, flightstream_header="71D005C2500CD_0642", 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees, ft Baro,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,    G,    G,   deg,   deg, volts, volts,  amps,  amps,   gals,   gals,      lbs,      lbs,      gph,      psi,   deg F,     psi,     Hg,    rpm,       %,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F, deg F/min,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,   deg F,  ft wgs,  kt, enum,    deg,    MHz,    MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt,      ft, bool,          #,            s, crc16
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll, LatAc, NormAc,   HDG,   TRK, bus1volts, bus2volts, alt1amps, alt2amps,  FQtyL,  FQtyR, FQtyLlbs, FQtyRlbs, E1 FFlow, E1 FPres, E1 OilT, E1 OilP, E1 MAP, E1 RPM, E1 %Pwr, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 CHT5, E1 CHT6, E1 CHT CLD, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4, E1 EGT5, E1 EGT6, E1 TIT1, E2 TIT1,  E1 IAT,  E1 CDT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PitchC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas, AltPress, OnGrnd,     LogIdx,      SysTime, LogCheck
2021-04-23, 15:18:32,  +00:00, USR067,   52.4668604,   -0.3654229,  9894.0, 29.92, 10264.8,  -3.8, 128.04, 150.92,  585.42,   3.70,  -0.12, 0.00, 0.03,  53.2,  51.8,  28.8,  28.7,  19.5,  18.5,  38.75,  39.08,   232.50,   234.50,    34.42,    16.26,  173.64,   76.17,  34.76, 2500.2,      86,  318.94,  320.22,  330.90,  318.25,  334.39,  294.31,   -1, 1325.37, 1304.96, 1343.99, 1357.90, 1289.06, 1246.07, 1398.17, 1424.06,   97.85,  158.13, 10419.1, 149, GPS1,   53.2, 116.40, 116.40, -0.009,       ,   4.39, 172.7,   11.4,   53.1,    0.1,       ,      ,       ,   1.2,   3.9, 708.7, 3DDiff, 3704,      ,      8,   8.5,     15,  9894.0, 0,       2124,       2134.9, 8C7F
2021-04-23, 15:18:33,  +00:00, USR067,   52.4672937,   -0.3645201,  9906.0, 29.92, 10277.9,  -3.8, 127.91, 150.96,  605.18,   3.90,   0.02, 0.00, 0.02,  53.2,  51.8,  28.8,  28.7,  19.5,  18.4,  38.73,  39.10,   232.39,   234.59,    34.39,    16.28,  173.65,   75.48,  34.76, 2498.0,      86,  318.97,  320.22,  330.91,  318.28,  334.60,  294.33,   -3, 1325.46, 1305.54, 1343.73, 1358.08, 1288.73, 1246.82, 1398.37, 1424.17,   97.87,  158.10, 10432.2, 149, GPS1,   53.2, 116.40, 116.40, -0.009,       ,   4.46, 174.7,   11.3,   53.1,    0.1,       ,      ,       ,   1.2,   4.0, 775.6, 3DDiff, 3704,      ,      8,   9.0,     15,  9906.0, 0,       2125,       2135.9, D7B2
2021-04-23, 15:18:34,  +00:00, USR067,   52.4677192,   -0.3636373,  9919.0, 29.92, 10291.5,  -3.8, 127.75, 150.98,  640.93,   4.03,   0.19, 0.01, 0.01,  53.3,  51.8,  28.7,  28.7,  19.5,  18.4,  38.74,  39.11,   232.45,   234.64,    34.35,    16.26,  173.68,   76.24,  34.75, 2500.2,      86,  318.99,  320.20,  330.90,  318.17,  334.73,  294.34,   -3, 1323.75, 1306.55, 1343.71, 1358.47, 1288.40, 1246.22, 1398.72, 1422.72,   97.87,  158.12, 10445.8, 148, GPS1,   53.2, 116.40, 116.40, -0.008,       ,   4.61, 175.9,   11.3,   53.1,    0.1,       ,      ,       ,   1.2,   4.0, 822.8, 3DDiff, 3704,      ,      8,   9.5,     15,  9919.0, 0,       2126,       2136.9, DB5B
2021-04-23, 15:18:35,  +00:00, USR067,   52.4681485,   -0.3627340,  9933.0, 29.92, 10306.3,  -3.8, 127.54, 150.92,  690.05,   4.11,   0.35, 0.00, 0.00,  53.3,  51.8,  28.7,  28.7,  19.6,  18.4,  38.78,  39.09,   232.69,   234.51,    34.40,    16.32,  173.67,   76.58,  34.77, 2499.5,      86,  319.02,  320.16,  330.87,  318.21,  334.87,  294.33,   -3, 1322.82, 1306.67, 1342.64, 1358.71, 1288.01, 1245.24, 1398.58, 1422.60,   97.87,  158.19, 10460.6, 148, GPS1,   53.2, 116.40, 116.40, -0.008,       ,   4.69, 177.6,   11.2,   53.1,    0.1,       ,      ,       ,   1.2,   4.0, 858.3, 3DDiff, 3704,      ,      8,   9.5,     15,  9933.0, 0,       2127,       2137.9, A73E
2021-04-23, 15:18:36,  +00:00, USR067,   52.4685772,   -0.3618383,  9948.0, 29.92, 10321.0,  -3.8, 127.26, 150.86,  743.60,   4.10,   0.48, 0.00, -0.01,  53.3,  51.9,  28.8,  28.7,  19.6,  18.5,  38.80,  39.08,   232.78,   234.48,    34.42,    16.32,  173.64,   76.72,  34.76, 2498.4,      86,  319.08,  320.17,  330.94,  318.37,  335.10,  294.35,   -2, 1323.33, 1306.63, 1342.11, 1358.21, 1288.23, 1245.93, 1398.58, 1423.87,   97.88,  158.29, 10475.3, 148, GPS1,   53.2, 116.40, 116.40, -0.007,       ,   4.62, 181.6,   11.2,   53.1,    0.1,       ,      ,       ,   1.2,   3.9, 878.0, 3DDiff, 3704,      ,      8,   8.5,     15,  9948.0, 0,       2128,       2138.9, D461
2021-04-23, 15:18:37,  +00:00, USR067,   52.4690055,   -0.3609351,  9963.0, 29.92, 10335.0,  -3.8, 126.81, 150.82,  794.61,   4.05,   0.54, 0.00, -0.01,  53.3,  52.0,  28.8,  28.7,  19.5,  18.4,  38.79,  39.10,   232.74,   234.58,    34.51,    16.31,  173.64,   76.55,  34.77, 2503.4,      86,  319.12,  320.18,  331.01,  318.51,  335.38,  294.36,   -2, 1324.26, 1304.85, 1342.22, 1358.69, 1287.80, 1246.91, 1398.80, 1424.09,   97.90,  158.37, 10489.3, 147, GPS1,   53.2, 116.40, 116.40, -0.007,       ,   4.78, 187.2,   11.2,   53.1,    0.1,       ,      ,       ,   1.2,   3.8, 874.0, 3DDiff, 3704,      ,      8,   9.0,     15,  9963.0, 0,       2129,       2139.9, 79A8
2021-04-23, 15:18:38,  +00:00, USR067,   52.4694351,   -0.3600362,  9978.0, 29.92, 10349.1,  -3.8, 126.58, 150.80,  832.24,   3.97,   0.63, 0.00, -0.02,  53.3,  52.1,  28.8,  28.7,  19.5,  18.4,  38.80,  39.10,   232.80,   234.60,    34.43,    16.33,  173.70,   76.39,  34.79, 2499.4,      86,  319.12,  320.18,  331.03,  318.53,  335.48,  294.38,   -2, 1322.65, 1304.48, 1342.06, 1358.15, 1288.15, 1246.21, 1398.86, 1423.75,   97.91,  158.50, 10503.4, 147, GPS1,   53.2, 116.40, 116.40, -0.007,       ,   4.67, 192.3,   11.1,   53.2,    0.1,       ,      ,       ,   1.1,   3.7, 854.3, 3DDiff, 3704,      ,      8,   9.5,     15,  9978.0, 0,       2130,       2140.9, F448
2021-04-23, 15:18:39,  +00:00, USR067,   52.4698545,   -0.3591332,  9992.0, 29.92, 10363.0,  -3.8, 126.28, 150.82,  852.09,   3.80,   0.65, 0.01, -0.03,  53.2,  52.2,  28.7,  28.7,  19.5,  18.4,  38.80,  39.07,   232.82,   234.42,    34.45,    16.39,  173.78,   76.75,  34.82, 2502.6,      86,  319.17,  320.15,  330.99,  318.57,  335.68,  294.38,    0, 1323.53, 1305.03, 1341.31, 1358.21, 1289.25, 1246.22, 1398.75, 1423.82,   97.93,  158.68, 10517.3, 147, GPS1,   53.2, 116.40, 116.40, -0.006,       ,   4.78, 197.5,   11.1,   53.2,    0.1,       ,      ,       ,   1.2,   3.6, 830.7, 3DDiff, 3704,      ,      8,   9.5,     15,  9992.0, 0,       2131,       2141.9, 6649
2021-04-23, 15:18:40,  +00:00, USR067,   52.4702817,   -0.3582281, 10005.0, 29.92, 10376.1,  -3.8, 126.25, 150.92,  852.87,   3.66,   0.70, 0.00, -0.03,  53.3,  52.3,  28.8,  28.7,  19.5,  18.5,  38.76,  39.10,   232.57,   234.61,    34.42,    16.37,  173.85,   76.37,  34.82, 2497.1,      86,  319.19,  320.13,  331.00,  318.62,  335.95,  294.36,    0, 1323.89, 1305.21, 1341.58, 1359.68, 1288.97, 1246.34, 1398.97, 1423.27,   97.97,  158.87, 10530.5, 147, GPS1,   53.2, 116.40, 116.40, -0.006,       ,   4.73, 200.6,   11.0,   53.2,    0.1,       ,      ,       ,   1.2,   3.6, 791.3, 3DDiff, 3704,      ,      8,   8.5,     15, 10005.0, 0,       2132,       2142.9, 4F5D
2021-04-23, 15:18:41,  +00:00, USR067,   52.4707087,   -0.3573211, 10018.0, 29.92, 10388.5,  -4.0, 126.25, 151.02,  841.66,   3.49,   0.70, 0.01, -0.03,  53.2,  52.4,  28.8,  28.8,  19.4,  18.6,  38.75,  39.08,   232.51,   234.47,    34.46,    16.33,  173.90,   76.73,  34.73, 2499.7,      86,  319.24,  320.17,  331.07,  318.80,  336.29,  294.37,    0, 1324.03, 1305.26, 1341.31, 1359.37, 1289.76, 1247.07, 1399.06, 1423.05,   98.02,  158.98, 10542.8, 147, GPS1,   53.2, 116.40, 116.40, -0.006,       ,   4.64, 204.0,   11.0,   53.2,    0.1,       ,      ,       ,   1.2,   3.5, 752.0, 3DDiff, 3704,      ,      8,   9.0,     15, 10018.0, 0,       2133,       2143.9, AF96
2021-04-23, 15:18:42,  +00:00, USR067,   52.4711338,   -0.3564078, 10030.0, 29.92, 10400.3,  -4.0, 126.37, 151.19,  817.53,   3.35,   0.78, 0.00, -0.02,  53.4,  52.5,  28.8,  28.7,  19.4,  18.5,  38.76,  39.07,   232.56,   234.45,    34.41,    16.33,  173.94,   76.21,  34.80, 2499.8,      86,  319.29,  320.17,  331.14,  318.82,  336.52,  294.37,   -0, 1323.69, 1305.53, 1341.40, 1358.46, 1289.25, 1246.70, 1398.76, 1422.56,   98.05,  159.04, 10554.6, 147, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   4.67, 203.5,   11.0,   53.2,    0.1,       ,      ,       ,   1.2,   3.4, 712.6, 3DDiff, 3704,      ,      8,   9.5,     15, 10030.0, 0,       2134,       2144.9, 28B2
2021-04-23, 15:18:43,  +00:00, USR067,   52.4715516,   -0.3554993, 10042.0, 29.92, 10411.7,  -4.0, 126.54, 151.41,  785.15,   3.23,   0.80, 0.00, -0.02,  53.6,  52.6,  28.7,  28.8,  19.4,  18.5,  38.77,  39.07,   232.64,   234.41,    34.37,    16.38,  174.00,   76.49,  34.86, 2501.1,      86,  319.31,  320.08,  331.17,  318.80,  336.70,  294.32,   -0, 1323.94, 1306.03, 1341.95, 1358.95, 1289.57, 1248.52, 1398.88, 1422.69,   98.10,  159.19, 10566.0, 147, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   4.79, 201.1,   10.9,   53.2,    0.1,       ,      ,       ,   1.0,   3.4, 681.1, 3DDiff, 3704,      ,      8,   9.5,     15, 10042.0, 0,       2135,       2145.9, C4F2
2021-04-23, 15:18:44,  +00:00, USR067,   52.4719752,   -0.3545827, 10053.0, 29.92, 10422.5,  -4.0, 126.70, 151.66,  751.71,   3.20,   0.84, 0.00, -0.01,  53.5,  52.8,  28.7,  28.7,  19.4,  18.6,  38.82,  39.00,   232.95,   233.97,    34.43,    16.41,  174.07,   76.59,  34.85, 2504.4,      86,  319.32,  320.07,  331.22,  318.81,  336.95,  294.33,   -0, 1325.10, 1306.24, 1342.31, 1359.80, 1290.34, 1249.11, 1399.54, 1424.05,   98.16,  159.38, 10576.8, 148, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   4.55, 207.2,   10.9,   53.2,    0.1,       ,      ,       ,   1.0,   3.5, 653.5, 3DDiff, 3704,      ,      8,   8.5,     15, 10053.0, 0,       2136,       2146.9, 7415
2021-04-23, 15:18:45,  +00:00, USR067,   52.4723986,   -0.3536638, 10064.0, 29.92, 10433.0,  -4.0, 126.88, 151.89,  713.73,   3.26,   0.72, 0.01, 0.01,  53.7,  52.9,  28.8,  28.8,  19.5,  18.6,  38.83,  38.94,   232.98,   233.63,    34.42,    16.39,  174.15,   76.03,  34.78, 2505.1,      86,  319.33,  320.12,  331.32,  318.86,  337.28,  294.35,   -1, 1325.07, 1306.49, 1342.51, 1359.96, 1291.29, 1248.67, 1399.82, 1424.98,   98.19,  159.49, 10587.3, 148, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   4.63, 205.4,   10.8,   53.2,    0.1,       ,      ,       ,   0.8,   3.6, 641.7, 3DDiff, 3704,      ,      8,   9.0,     15, 10064.0, 0,       2137,       2147.9, ED2E
2021-04-23, 15:18:46,  +00:00, USR067,   52.4728175,   -0.3527429, 10074.0, 29.92, 10444.0,  -4.0, 127.06, 152.13,  678.45,   3.43,   0.76, 0.00, 0.02,  53.8,  53.2,  28.8,  28.7,  19.5,  18.5,  38.76,  38.97,   232.54,   233.81,    34.45,    16.39,  174.21,   76.37,  34.72, 2501.2,      86,  319.35,  320.15,  331.40,  318.90,  337.48,  294.37,   -1, 1324.62, 1306.14, 1341.83, 1359.97, 1290.30, 1247.99, 1399.84, 1424.12,   98.21,  159.51, 10598.3, 148, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   4.45, 210.5,   10.8,   53.2,    0.1,       ,      ,       ,   0.8,   3.8, 657.5, 3DDiff, 3704,      ,      8,   9.5,     15, 10074.0, 0,       2138,       2148.9, 59DB
2021-04-23, 15:18:47,  +00:00, USR067,   52.4732426,   -0.3518149, 10084.0, 29.92, 10455.8,  -4.0, 127.21, 152.30,  650.52,   3.59,   0.62, 0.01, 0.02,  53.9,  53.2,  28.7,  28.7,  19.5,  18.4,  38.82,  38.88,   232.91,   233.30,    34.47,    16.38,  174.22,   76.19,  34.72, 2502.3,      86,  319.39,  320.05,  331.33,  318.92,  337.51,  294.34,   -1, 1324.96, 1304.43, 1342.07, 1358.41, 1288.95, 1247.85, 1399.38, 1423.28,   98.23,  159.52, 10610.1, 148, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   4.52, 207.9,   10.7,   53.2,    0.1,       ,      ,       ,   0.7,   3.9, 696.9, 3DDiff, 3704,      ,      8,   9.5,     15, 10084.0, 0,       2139,       2149.9, 0562
2021-04-23, 15:18:48,  +00:00, USR067,   52.4736604,   -0.3508921, 10096.0, 29.92, 10468.2,  -4.0, 127.31, 152.40,  642.22,   3.84,   0.51, 0.00, 0.03,  54.0,  53.3,  28.7,  28.7,  19.5,  18.4,  38.79,  38.89,   232.73,   233.36,    34.42,    16.40,  174.21,   76.07,  34.71, 2502.2,      85,  319.43,  320.05,  331.37,  318.87,  337.38,  294.37,   -1, 1325.29, 1304.82, 1342.29, 1358.77, 1289.29, 1248.09, 1399.25, 1423.32,   98.23,  159.57, 10622.5, 148, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   4.48, 207.3,   10.7,   53.2,    0.1,       ,      ,       ,   0.7,   4.0, 744.1, 3DDiff, 3704,      ,      8,   8.5,     15, 10096.0, 0,       2140,       2150.9, 1406
2021-04-23, 15:18:49,  +00:00, USR067,   52.4740803,   -0.3499634, 10110.0, 29.92, 10482.4,  -4.0, 127.33, 152.44,  660.08,   4.05,   0.28, 0.01, 0.02,  54.0,  53.4,  28.7,  28.7,  19.6,  18.4,  38.81,  38.86,   232.87,   233.18,    34.46,    16.42,  174.21,   76.06,  34.77, 2499.8,      86,  319.46,  320.04,  331.43,  318.84,  337.26,  294.37,   -1, 1324.87, 1304.98, 1343.37, 1359.94, 1290.50, 1248.51, 1399.23, 1424.13,   98.25,  159.65, 10636.7, 148, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   4.30, 212.7,   10.7,   53.2,    0.1,       ,      ,       ,   0.7,   4.1, 807.1, 3DDiff, 3704,      ,      8,   9.0,     15, 10110.0, 0,       2141,       2151.9, 6BC9
2021-04-23, 15:18:50,  +00:00, USR067,   52.4744959,   -0.3490349, 10124.0, 29.92, 10497.1,  -4.0, 127.34, 152.38,  699.94,   4.19,   0.16, 0.01, 0.01,  54.1,  53.5,  28.7,  28.7,  19.6,  18.4,  38.76,  38.90,   232.55,   233.37,    34.34,    16.32,  174.20,   75.58,  34.73, 2498.2,      86,  319.50,  320.09,  331.53,  318.95,  337.19,  294.41,   -1, 1325.18, 1304.83, 1343.40, 1360.45, 1290.27, 1249.31, 1399.41, 1424.14,   98.28,  159.71, 10651.4, 148, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   4.22, 211.4,   10.6,   53.2,    0.1,       ,      ,       ,   0.7,   4.2, 866.1, 3DDiff, 3704,      ,      8,   9.0,     16, 10124.0, 0,       2142,       2152.9, 48CB
2021-04-23, 15:18:51,  +00:00, USR067,   52.4749110,   -0.3481074, 10139.0, 29.92, 10512.5,  -4.0, 127.34, 152.26,  747.88,   4.33,   0.19, 0.01, 0.01,  54.0,  53.6,  28.8,  28.7,  19.6,  18.2,  38.78,  38.87,   232.67,   233.22,    34.30,    16.26,  174.15,   76.15,  34.68, 2498.2,      85,  319.55,  320.09,  331.57,  318.99,  337.08,  294.40,   -6, 1325.76, 1305.12, 1343.62, 1360.57, 1290.94, 1250.23, 1399.84, 1424.73,   98.33,  159.72, 10666.9, 149, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   3.93, 216.4,   10.6,   53.2,    0.1,       ,      ,       ,   0.7,   4.2, 909.4, 3DDiff, 3704,      ,      8,   9.5,     15, 10139.0, 0,       2143,       2153.9, CE25
2021-04-23, 15:18:52,  +00:00, USR067,   52.4753304,   -0.3471782, 10154.0, 29.92, 10528.6,  -4.0, 127.15, 152.14,  797.59,   4.37,   0.05, 0.01, -0.00,  54.1,  53.7,  28.7,  28.7,  19.7,  18.2,  38.85,  38.79,   233.13,   232.72,    34.25,    16.31,  174.09,   76.14,  34.67, 2502.9,      85,  319.55,  320.06,  331.50,  318.81,  336.86,  294.37,   -6, 1325.44, 1303.72, 1343.14, 1358.61, 1288.87, 1249.35, 1399.42, 1423.60,   98.35,  159.66, 10682.9, 148, GPS1,   53.2, 116.40, 116.40, -0.005,       ,   3.93, 219.2,   10.5,   53.2,    0.1,       ,      ,       ,   0.7,   4.2, 940.9, 3DDiff, 3704,      ,      8,   9.0,     14, 10154.0, 0,       2144,       2154.9, 2623
2021-04-23, 15:18:53,  +00:00, USR067,   52.4757469,   -0.3462418, 10171.0, 29.92, 10543.7,  -4.0, 127.11, 151.95,  846.85,   4.38,   0.00, 0.01, -0.00,  53.9,  53.7,  28.7,  28.7,  19.7,  18.2,  38.78,  38.84,   232.69,   233.02,    34.31,    16.30,  174.07,   75.98,  34.68, 2499.3,      85,  319.54,  320.03,  331.53,  318.82,  336.59,  294.34,   -6, 1324.62, 1303.29, 1342.81, 1357.93, 1287.94, 1248.77, 1399.01, 1423.19,   98.35,  159.64, 10698.0, 148, GPS1,   53.2, 116.40, 116.40, -0.006,       ,   3.66, 224.2,   10.5,   53.2,    0.1,       ,      ,       ,   0.7,   4.1, 964.6, 3DDiff, 3704,      ,      8,   9.0,     15, 10171.0, 0,       2145,       2155.9, 487F
2021-04-23, 15:18:54,  +00:00, USR067,   52.4761561,   -0.3453176, 10186.0, 29.92, 10559.7,  -4.0, 127.03, 151.81,  885.44,   4.36,  -0.21, 0.00, -0.01,  53.9,  53.8,  28.7,  28.7,  19.8,  18.3,  38.80,  38.82,   232.82,   232.93,    34.27,    16.19,  174.04,   76.42,  34.61, 2496.3,      85,  319.57,  320.05,  331.62,  318.91,  336.43,  294.34,  -13, 1322.85, 1303.63, 1342.17, 1358.35, 1286.74, 1249.19, 1398.80, 1421.98,   98.37,  159.61, 10714.0, 148, GPS1,   53.2, 116.40, 116.40, -0.006,       ,   3.53, 229.4,   10.4,   53.2,    0.1,       ,      ,       ,   0.8,   4.0, 964.6, 3DDiff, 3704,      ,      8,   9.0,     15, 10186.0, 0,       2146,       2156.9, 100C
2021-04-23, 15:18:55,  +00:00, USR067,   52.4765697,   -0.3443951, 10203.0, 29.92, 10575.4,  -4.2, 126.82, 151.68,  917.51,   4.22,  -0.19, 0.01, -0.04,  53.8,  53.8,  28.8,  28.8,  19.7,  18.3,  38.78,  38.84,   232.71,   233.05,    34.31,    16.37,  174.02,   76.17,  34.64, 2495.5,      85,  319.59,  320.03,  331.65,  319.00,  336.25,  294.31,  -13, 1322.48, 1303.63, 1342.17, 1358.46, 1286.73, 1250.30, 1398.95, 1422.50,   98.38,  159.57, 10729.7, 148, GPS1,   53.2, 116.40, 116.40, -0.006,       ,   3.60, 232.3,   10.4,   53.2,    0.1,       ,      ,       ,   0.7,   3.9, 956.7, 3DDiff, 3704,      ,      8,   9.5,     15, 10203.0, 0,       2147,       2157.9, 0EB4
2021-04-23, 15:18:56,  +00:00, USR067,   52.4769816,   -0.3434683, 10219.0, 29.92, 10590.7,  -4.2, 126.66, 151.58,  940.43,   3.98,  -0.30, 0.01, -0.03,  53.9,  53.8,  28.7,  28.7,  19.6,  18.2,  38.85,  38.80,   233.08,   232.81,    34.35,    16.40,  174.02,   76.11,  34.63, 2502.0,      85,  319.56,  320.05,  331.68,  318.84,  335.89,  294.30,  -13, 1323.11, 1303.03, 1342.08, 1358.00, 1286.65, 1249.73, 1398.88, 1422.47,   98.38,  159.62, 10745.1, 148, GPS1,   53.2, 116.40, 116.40, -0.006,       ,   3.65, 230.5,   10.4,   53.2,    0.1,       ,      ,       ,   0.7,   3.7, 921.3, 3DDiff, 3704,      ,      8,   9.0,     14, 10219.0, 0,       2148,       2158.9, 91EB
2021-04-23, 15:18:57,  +00:00, USR067,   52.4773936,   -0.3425414, 10234.0, 29.92, 10605.5,  -4.2, 126.68, 151.56,  947.60,   3.75,  -0.25, 0.00, -0.05,  53.8,  53.8,  28.7,  28.7,  19.6,  18.3,  38.85,  38.80,   233.12,   232.80,    34.39,    16.38,  174.07,   76.57,  34.62, 2498.8,      85,  319.52,  320.00,  331.71,  318.86,  335.59,  294.25,  -17, 1323.14, 1301.67, 1341.59, 1357.54, 1286.64, 1248.95, 1398.48, 1421.53,   98.39,  159.71, 10759.8, 148, GPS1,   53.2, 116.40, 116.40, -0.007,       ,   3.57, 232.9,   10.3,   53.2,    0.1,       ,      ,       ,   0.8,   3.6, 866.1, 3DDiff, 3704,      ,      8,   9.0,     15, 10234.0, 0,       2149,       2159.9, 2AE3
2021-04-23, 15:18:58,  +00:00, USR067,   52.4778060,   -0.3416128, 10248.0, 29.92, 10618.7,  -4.2, 126.57, 151.64,  935.48,   3.47,  -0.12, 0.00, -0.04,  53.7,  53.8,  28.7,  28.7,  19.7,  18.4,  38.88,  38.79,   233.27,   232.73,    34.31,    16.31,  174.15,   76.32,  34.58, 2502.4,      85,  319.52,  319.97,  331.74,  318.86,  335.38,  294.23,  -17, 1321.36, 1301.63, 1340.74, 1356.83, 1286.19, 1248.28, 1397.73, 1420.44,   98.39,  159.75, 10773.0, 148, GPS1,   53.2, 116.40, 116.40, -0.007,       ,   3.74, 236.3,   10.3,   53.2,    0.1,       ,      ,       ,   0.9,   3.5, 799.2, 3DDiff, 3704,      ,      8,   9.0,     15, 10248.0, 0,       2150,       2160.9, DEC5
2021-04-23, 15:18:59,  +00:00, USR067,   52.4782177,   -0.3406853, 10261.0, 29.92, 10630.8,  -4.2, 126.78, 151.78,  905.62,   3.26,   0.09, 0.01, -0.04,  53.6,  53.8,  28.8,  28.7,  19.6,  18.4,  38.82,  38.82,   232.90,   232.89,    34.34,    16.39,  174.20,   76.15,  34.62, 2499.4,      85,  319.57,  320.00,  331.85,  318.99,  335.29,  294.22,  -17, 1321.47, 1302.27, 1340.12, 1357.13, 1286.09, 1247.67, 1397.32, 1420.36,   98.41,  159.76, 10785.1, 148, GPS1,   53.2, 116.40, 116.40, -0.007,       ,   3.62, 239.7,   10.2,   53.1,    0.1,       ,      ,       ,   0.8,   3.4, 732.3, 3DDiff, 3704,      ,      8,   9.5,     15, 10261.0, 0,       2151,       2161.9, 3D72
2021-04-23, 15:19:00,  +00:00, USR067,   52.4786351,   -0.3397455, 10273.0, 29.92, 10642.2,  -4.2, 126.81, 152.03,  856.90,   3.10,  -0.06, 0.00, -0.01,  53.7,  53.9,  28.8,  28.8,  19.6,  18.3,  38.77,  38.86,   232.63,   233.18,    34.29,    16.27,  174.23,   76.20,  34.60, 2498.0,      85,  319.60,  320.03,  331.88,  318.99,  335.15,  294.20,   -9, 1321.31, 1302.18, 1339.94, 1357.89, 1285.74, 1247.31, 1396.95, 1420.31,   98.42,  159.78, 10796.5, 148, GPS1,   53.2, 116.40, 116.40, -0.007,       ,   3.84, 241.7,   10.2,   53.1,    0.1,       ,      ,       ,   0.7,   3.4, 669.3, 3DDiff, 3704,      ,      8,  10.0,     16, 10273.0, 0,       2152,       2162.9, B753
2021-04-23, 15:19:01,  +00:00, USR067,   52.4790455,   -0.3388226, 10283.0, 29.92, 10652.7,  -4.2, 127.01, 152.20,  799.57,   3.13,   0.02, -0.00, -0.00,  53.9,  53.9,  28.8,  28.7,  19.6,  18.3,  38.70,  38.91,   232.19,   233.47,    34.26,    16.27,  174.23,   75.96,  34.59, 2500.2,      85,  319.55,  319.94,  331.93,  318.91,  334.82,  294.15,   -9, 1320.33, 1302.96, 1340.34, 1357.98, 1285.93, 1245.88, 1396.80, 1420.51,   98.43,  159.77, 10807.0, 149, GPS1,   53.2, 116.40, 116.40, -0.008,       ,   3.70, 234.4,   10.2,   53.1,    0.1,       ,      ,       ,   0.6,   3.5, 637.8, 3DDiff, 3704,      ,      8,   8.5,     15, 10283.0, 0,       2153,       2163.9, BE20
2021-04-23, 15:19:02,  +00:00, USR067,   52.4794576,   -0.3378890, 10293.0, 29.92, 10663.3,  -4.2, 127.22, 152.44,  733.21,   3.27,  -0.16, 0.00, 0.01,  53.7,  53.9,  28.7,  28.7,  19.6,  18.4,  38.79,  38.76,   232.75,   232.59,    34.25,    16.27,  174.19,   76.45,  34.59, 2502.4,      85,  319.53,  319.93,  331.97,  318.91,  334.68,  294.12,   -9, 1320.58, 1302.70, 1340.72, 1357.27, 1285.45, 1245.42, 1396.71, 1420.94,   98.45,  159.73, 10817.3, 149, GPS1,   53.2, 116.40, 116.40, -0.008,       ,   3.73, 243.0,   10.1,   53.1,    0.1,       ,      ,       ,   0.5,   3.7, 633.9, 3DDiff, 3704,      ,      8,   9.0,     15, 10293.0, 0,       2154,       2164.9, F6C7
